,Gender,Balance,NumOfProducts,IsActiveMember,Geography_France,Geography_Germany,Geography_Spain,Age_bin,Exited
568,1,0.0,2,1.0,1,0,0,4,0
569,0,133845.24,1,0.0,1,0,0,2,0
570,0,151027.06,2,0.0,0,1,0,2,0
571,0,0.0,2,1.0,1,0,0,0,0
572,1,139432.53,1,0.0,1,0,0,3,0
573,1,80926.02,1,1.0,1,0,0,1,0
574,1,124923.35,1,1.0,1,0,0,0,0
575,0,0.0,2,1.0,1,0,0,1,0
576,0,0.0,2,0.0,1,0,0,2,0
577,1,0.0,2,1.0,1,0,0,1,0
578,0,0.0,2,1.0,1,0,0,1,0
579,1,156478.62,1,1.0,0,1,0,2,0
580,1,119688.81,1,0.0,0,1,0,4,0
581,0,139529.3,1,1.0,1,0,0,1,0
582,1,89928.17,2,0.0,1,0,0,4,0
583,1,122958.33,2,0.0,0,0,1,2,0
584,0,0.0,2,0.0,1,0,0,0,0
585,0,129852.96,1,0.0,0,1,0,3,0
586,0,0.0,2,0.0,1,0,0,2,0
587,0,165896.0,1,0.0,1,0,0,3,0
588,1,141461.99,1,1.0,0,1,0,3,0
589,0,0.0,2,0.0,1,0,0,2,0
590,0,96926.12,2,1.0,1,0,0,0,0
591,0,0.0,2,0.0,0,0,1,1,0
592,1,0.0,2,1.0,1,0,0,1,0
593,1,0.0,2,1.0,1,0,0,2,0
594,0,107499.27,1,0.0,1,0,0,2,0
595,1,0.0,2,0.0,1,0,0,2,0
596,1,147813.05,1,1.0,1,0,0,4,0
597,0,0.0,1,1.0,1,0,0,3,0
598,0,0.0,2,1.0,1,0,0,2,0
599,0,128960.21,2,1.0,0,1,0,2,0
600,1,98899.76,2,0.0,0,1,0,0,0
601,1,128352.59,1,0.0,0,1,0,0,0
602,0,0.0,2,1.0,1,0,0,0,0
603,1,81210.61,1,0.0,1,0,0,0,0
604,1,0.0,2,0.0,0,0,1,1,0
605,1,115309.75,1,1.0,0,1,0,0,0
606,1,0.0,1,1.0,1,0,0,2,0
607,0,0.0,2,0.0,1,0,0,0,0
608,1,0.0,2,1.0,1,0,0,0,0
609,1,0.0,2,0.0,1,0,0,1,0
610,0,115062.62,1,0.0,0,1,0,2,0
611,0,0.0,2,0.0,1,0,0,2,0
612,0,127523.75,1,1.0,0,0,1,3,0
613,0,142381.81,1,1.0,1,0,0,1,0
614,0,0.0,2,1.0,1,0,0,4,0
615,0,81760.3,1,1.0,0,0,1,1,0
616,0,182705.05,2,1.0,1,0,0,4,0
617,1,0.0,2,1.0,1,0,0,1,0
618,0,0.0,2,0.0,1,0,0,0,0
619,1,0.0,2,0.0,0,0,1,1,0
620,0,0.0,2,1.0,0,0,1,3,0
621,1,0.0,2,1.0,1,0,0,3,0
622,0,90560.3,1,1.0,1,0,0,1,0
623,1,0.0,2,0.0,1,0,0,1,0
624,0,179903.2,1,1.0,1,0,0,2,0
625,1,96202.96,1,0.0,1,0,0,2,0
626,0,0.0,2,0.0,0,0,1,3,0
627,0,0.0,2,0.0,1,0,0,2,0
628,0,0.0,2,0.0,0,0,1,2,0
629,0,0.0,2,1.0,1,0,0,3,0
630,1,0.0,2,1.0,1,0,0,2,0
631,1,181821.96,2,1.0,0,0,1,0,0
632,0,103060.63,2,1.0,0,1,0,0,0
633,0,0.0,2,0.0,1,0,0,0,0
634,0,0.0,2,1.0,1,0,0,2,0
635,0,0.0,2,1.0,1,0,0,3,0
636,0,0.0,2,1.0,1,0,0,0,0
637,1,120782.7,2,1.0,0,1,0,4,0
638,1,0.0,1,1.0,1,0,0,3,0
639,0,0.0,2,0.0,1,0,0,2,0
640,0,0.0,2,1.0,1,0,0,0,0
641,0,0.0,2,0.0,1,0,0,0,0
642,0,0.0,2,1.0,1,0,0,3,0
643,1,0.0,2,0.0,1,0,0,3,0
644,0,96019.5,1,0.0,1,0,0,1,0
645,0,109200.74,2,1.0,0,1,0,0,0
646,1,129712.5,2,1.0,0,1,0,3,0
647,1,80002.33,1,1.0,0,1,0,3,0
648,0,139840.08,1,0.0,1,0,0,1,0
649,1,0.0,2,1.0,1,0,0,2,0
650,1,0.0,2,0.0,1,0,0,0,0
651,0,90560.66,1,0.0,0,1,0,0,0
652,0,0.0,1,1.0,1,0,0,1,0
653,1,0.0,2,0.0,1,0,0,1,0
654,1,0.0,2,1.0,0,0,1,2,0
655,1,113599.74,1,1.0,0,0,1,1,0
656,0,0.0,2,0.0,1,0,0,3,0
657,1,116197.25,2,0.0,0,1,0,0,0
658,1,99835.15,1,1.0,0,0,1,0,0
659,0,141749.74,1,1.0,0,0,1,3,0
660,0,0.0,2,0.0,1,0,0,1,0
661,0,150836.92,2,0.0,0,1,0,1,0
662,0,0.0,2,1.0,1,0,0,4,0
663,0,0.0,2,1.0,1,0,0,1,0
664,0,117103.26,2,1.0,1,0,0,1,0
665,1,0.0,1,0.0,0,0,1,4,0
666,0,76962.9,1,0.0,0,1,0,1,0
667,1,63723.78,2,1.0,0,1,0,1,0
668,1,124240.93,2,1.0,1,0,0,2,0
669,0,126808.68,2,1.0,0,1,0,1,0
670,1,134874.4,1,1.0,0,1,0,2,0
671,0,77608.46,1,0.0,1,0,0,1,0
672,0,0.0,2,1.0,1,0,0,0,0
673,1,0.0,2,0.0,1,0,0,1,0
674,1,105765.84,1,0.0,0,1,0,1,0
675,0,100169.76,2,1.0,0,1,0,4,0
676,0,155870.82,1,0.0,1,0,0,2,0
677,1,0.0,2,1.0,1,0,0,1,0
678,1,0.0,1,1.0,0,0,1,3,0
679,1,76296.81,1,0.0,0,1,0,0,0
680,1,118863.27,2,1.0,0,1,0,3,0
681,1,166909.2,1,1.0,1,0,0,0,0
682,0,152092.44,1,1.0,1,0,0,0,0
683,0,0.0,2,0.0,1,0,0,4,0
684,0,161801.47,2,1.0,0,0,1,2,0
685,0,158414.85,1,1.0,0,1,0,3,0
686,0,0.0,2,0.0,0,0,1,2,0
687,1,142081.05,1,1.0,1,0,0,0,0
688,1,96780.32,1,1.0,1,0,0,3,0
689,1,0.0,2,0.0,1,0,0,0,0
690,0,128197.65,1,0.0,0,1,0,3,0
691,0,144450.61,2,0.0,1,0,0,3,0
692,0,0.0,2,1.0,1,0,0,1,0
693,1,129646.96,1,0.0,0,1,0,1,0
694,1,121452.08,2,1.0,0,1,0,2,0
695,0,0.0,2,0.0,1,0,0,4,0
696,0,0.0,2,1.0,1,0,0,0,0
697,0,0.0,2,0.0,1,0,0,1,0
698,0,0.0,1,0.0,1,0,0,4,0
699,0,0.0,2,1.0,1,0,0,0,0
700,1,0.0,2,0.0,1,0,0,3,0
701,0,164858.18,1,1.0,1,0,0,0,0
702,0,0.0,2,1.0,0,0,1,2,0
703,0,93772.69,1,0.0,0,1,0,3,0
704,0,0.0,2,1.0,1,0,0,0,0
705,0,0.0,1,1.0,1,0,0,3,0
706,1,161592.76,1,1.0,1,0,0,3,0
707,0,96471.3,1,0.0,1,0,0,3,0
708,0,158261.68,1,1.0,0,0,1,2,0
709,0,112013.81,1,0.0,1,0,0,3,0
710,1,0.0,2,0.0,1,0,0,2,0
711,1,143421.74,1,0.0,0,1,0,2,0
712,0,0.0,2,1.0,0,0,1,0,0
713,0,142662.77,1,0.0,0,1,0,3,0
714,1,0.0,2,1.0,1,0,0,4,0
715,0,160680.41,1,0.0,0,1,0,1,0
716,0,157955.97,1,1.0,1,0,0,3,0
717,0,136495.76,2,1.0,0,1,0,0,0
718,0,0.0,2,1.0,1,0,0,3,0
719,0,164496.04,1,1.0,0,1,0,0,0
720,0,102983.87,1,1.0,1,0,0,0,0
721,1,0.0,1,0.0,1,0,0,1,0
722,1,0.0,2,1.0,1,0,0,0,0
723,0,0.0,2,1.0,1,0,0,0,0
724,0,0.0,2,0.0,1,0,0,0,0
725,0,0.0,2,1.0,1,0,0,0,0
726,1,0.0,2,1.0,0,0,1,2,0
727,1,0.0,2,0.0,1,0,0,4,0
728,1,93978.96,1,1.0,1,0,0,1,0
729,0,174912.72,1,0.0,0,1,0,1,0
730,1,0.0,2,0.0,1,0,0,1,0
731,1,0.0,2,0.0,1,0,0,0,0
732,0,0.0,2,1.0,0,0,1,2,0
733,0,0.0,1,0.0,1,0,0,2,0
734,0,0.0,2,1.0,1,0,0,4,0
735,0,0.0,2,1.0,1,0,0,0,0
736,0,107592.89,2,0.0,0,1,0,4,0
737,1,0.0,1,1.0,1,0,0,1,0
738,0,175070.72,1,1.0,0,0,1,0,0
739,0,0.0,1,0.0,0,0,1,3,0
740,0,0.0,2,1.0,1,0,0,1,0
741,1,162478.42,2,1.0,1,0,0,2,0
742,1,0.0,2,0.0,0,0,1,0,0
743,1,98635.77,2,0.0,0,1,0,4,0
744,0,121629.21,1,0.0,1,0,0,2,0
745,0,133043.66,1,0.0,1,0,0,2,0
746,0,154483.98,1,0.0,0,0,1,2,0
747,0,131899.0,1,1.0,1,0,0,2,0
748,1,35549.81,2,0.0,0,0,1,3,0
749,1,0.0,2,1.0,1,0,0,4,0
750,0,183744.98,1,1.0,0,0,1,0,0
751,0,0.0,1,1.0,1,0,0,1,0
752,1,97001.36,2,1.0,0,1,0,3,0
753,0,92855.02,1,1.0,1,0,0,4,0
754,1,0.0,2,1.0,0,0,1,2,0
755,1,118392.75,1,1.0,0,1,0,2,0
756,1,57784.22,2,0.0,0,0,1,1,0
757,1,0.0,2,0.0,1,0,0,2,0
758,1,0.0,2,1.0,0,0,1,1,0
759,1,0.0,2,0.0,1,0,0,1,0
760,0,0.0,2,0.0,1,0,0,2,0
761,0,0.0,2,0.0,1,0,0,3,0
762,1,0.0,2,1.0,0,0,1,1,0
763,1,0.0,2,0.0,1,0,0,0,0
764,1,0.0,2,0.0,0,0,1,3,0
765,1,0.0,2,1.0,1,0,0,1,0
766,1,0.0,2,1.0,1,0,0,1,0
767,0,160599.06,1,1.0,0,1,0,0,0
768,0,108308.0,1,1.0,1,0,0,1,0
769,0,117199.67,1,1.0,0,1,0,4,0
770,0,0.0,2,0.0,0,0,1,0,0
771,0,0.0,2,1.0,0,0,1,3,0
772,0,0.0,2,1.0,1,0,0,1,0
773,1,0.0,2,0.0,1,0,0,1,0
774,1,0.0,2,1.0,1,0,0,2,0
775,0,63940.61,1,1.0,1,0,0,0,0
776,1,115049.15,1,1.0,0,1,0,4,0
777,1,149961.57,2,0.0,0,1,0,1,0
778,1,0.0,1,1.0,0,0,1,4,0
779,0,0.0,2,1.0,0,0,1,0,0
780,1,124575.24,2,0.0,0,0,1,4,0
781,0,0.0,2,1.0,1,0,0,1,0
782,1,0.0,2,0.0,0,0,1,1,0
783,0,0.0,2,0.0,1,0,0,0,0
784,1,0.0,2,1.0,1,0,0,3,0
785,0,0.0,2,0.0,1,0,0,3,0
786,1,0.0,2,1.0,1,0,0,2,0
787,0,102772.67,2,0.0,0,1,0,0,0
788,0,0.0,2,0.0,1,0,0,3,0
789,1,0.0,2,0.0,1,0,0,2,0
790,0,0.0,2,1.0,0,0,1,1,0
791,1,132767.66,1,0.0,0,0,1,0,0
792,0,0.0,2,1.0,1,0,0,2,0
793,0,126147.84,1,1.0,0,1,0,3,0
794,1,0.0,1,0.0,1,0,0,4,0
795,0,0.0,2,1.0,1,0,0,1,0
796,0,109166.54,1,1.0,0,1,0,0,0
797,1,0.0,2,0.0,1,0,0,0,0
798,0,0.0,2,0.0,1,0,0,1,0
799,1,0.0,2,0.0,1,0,0,2,0
800,0,0.0,2,0.0,1,0,0,4,0
801,0,150355.35,1,1.0,0,0,1,0,0
802,0,0.0,2,1.0,1,0,0,0,0
803,1,0.0,2,1.0,1,0,0,1,0
804,0,143390.72,1,1.0,0,0,1,3,0
805,0,0.0,2,1.0,1,0,0,3,0
806,1,89939.62,1,1.0,1,0,0,1,0
807,0,0.0,2,1.0,1,0,0,2,0
808,1,0.0,2,1.0,0,0,1,2,0
809,0,0.0,2,1.0,1,0,0,4,0
810,0,0.0,2,0.0,1,0,0,3,0
811,1,0.0,2,0.0,1,0,0,0,0
812,0,137847.41,2,1.0,0,1,0,1,0
813,1,64897.75,1,0.0,0,1,0,1,0
814,0,0.0,2,1.0,1,0,0,2,0
815,0,0.0,1,1.0,0,0,1,0,0
816,1,0.0,1,1.0,0,0,1,4,0
817,0,0.0,2,1.0,1,0,0,0,0
818,0,102741.15,1,0.0,0,1,0,1,0
819,1,103294.56,1,0.0,0,1,0,2,0
820,0,0.0,2,1.0,0,0,1,1,0
821,0,0.0,2,1.0,1,0,0,1,0
822,0,0.0,2,1.0,1,0,0,3,0
823,0,98263.46,2,0.0,1,0,0,1,0
824,1,0.0,2,1.0,1,0,0,4,0
825,0,88363.03,1,1.0,0,0,1,4,0
826,0,0.0,2,1.0,0,0,1,1,0
827,0,114552.6,1,1.0,1,0,0,4,0
828,1,0.0,2,1.0,1,0,0,2,0
829,1,0.0,2,0.0,1,0,0,0,0
830,0,0.0,2,1.0,1,0,0,0,0
831,1,0.0,2,1.0,1,0,0,2,0
832,0,0.0,2,0.0,0,0,1,1,0
833,1,139972.18,1,0.0,0,0,1,1,0
834,1,105811.55,2,1.0,1,0,0,0,0
835,0,0.0,2,1.0,1,0,0,2,0
836,0,0.0,2,0.0,1,0,0,2,0
837,1,0.0,2,0.0,0,0,1,0,0
838,0,0.0,2,0.0,1,0,0,1,0
839,1,111359.55,1,0.0,0,1,0,0,0
840,1,0.0,1,0.0,0,0,1,4,0
841,0,0.0,2,1.0,0,0,1,3,0
842,1,0.0,2,1.0,1,0,0,3,0
843,0,132835.76,2,0.0,0,1,0,3,0
844,1,99152.04,1,1.0,1,0,0,3,0
845,1,0.0,2,0.0,0,0,1,2,0
846,1,82259.29,2,1.0,1,0,0,2,0
847,0,99811.71,2,1.0,0,1,0,0,0
848,1,0.0,2,1.0,1,0,0,4,0
849,0,0.0,2,1.0,0,0,1,1,0
850,0,79964.09,1,0.0,1,0,0,0,0
851,1,0.0,2,0.0,1,0,0,0,0
852,0,119755.0,1,1.0,0,1,0,0,0
853,0,0.0,2,0.0,0,0,1,0,0
854,0,0.0,2,1.0,1,0,0,0,0
855,0,0.0,2,0.0,1,0,0,2,0
856,1,0.0,2,0.0,1,0,0,0,0
857,0,155413.07,1,0.0,1,0,0,2,0
858,1,0.0,2,1.0,1,0,0,3,0
859,1,139532.41,1,0.0,1,0,0,0,0
860,0,0.0,2,1.0,1,0,0,4,0
861,1,0.0,1,0.0,0,0,1,2,0
862,0,0.0,1,1.0,1,0,0,2,0
863,0,0.0,2,1.0,1,0,0,1,0
864,0,0.0,2,1.0,0,0,1,0,0
865,1,0.0,2,1.0,1,0,0,0,0
866,0,0.0,1,0.0,1,0,0,2,0
867,1,0.0,2,0.0,0,0,1,4,0
868,0,122570.69,1,0.0,1,0,0,4,0
869,0,0.0,2,1.0,1,0,0,4,0
870,1,131060.04,1,0.0,1,0,0,1,0
871,1,153366.13,2,0.0,1,0,0,1,0
872,0,0.0,2,1.0,1,0,0,0,0
873,0,116269.01,1,1.0,0,1,0,1,0
874,0,0.0,2,1.0,1,0,0,1,0
875,1,119817.31,1,1.0,0,1,0,3,0
876,1,0.0,2,0.0,1,0,0,3,0
877,1,0.0,2,0.0,1,0,0,0,0
878,0,135870.01,1,0.0,0,0,1,3,0
879,0,141806.31,1,0.0,0,0,1,1,0
880,0,0.0,2,0.0,1,0,0,2,0
881,1,145731.83,1,1.0,1,0,0,0,0
882,0,0.0,1,1.0,1,0,0,2,0
883,0,98459.18,1,0.0,0,0,1,1,0
884,0,0.0,2,0.0,1,0,0,0,0
885,1,0.0,2,1.0,0,0,1,1,0
886,0,142856.25,1,1.0,1,0,0,3,0
887,0,0.0,2,1.0,0,0,1,1,0
888,0,0.0,2,1.0,1,0,0,2,0
889,1,0.0,2,1.0,1,0,0,2,0
890,0,0.0,1,0.0,1,0,0,3,0
891,1,118201.48,1,0.0,1,0,0,1,0
892,1,105770.7,2,1.0,0,1,0,4,0
893,1,117152.3,1,0.0,1,0,0,2,0
894,0,0.0,2,1.0,1,0,0,0,0
895,0,136658.61,2,1.0,0,1,0,2,0
896,0,129855.32,1,1.0,0,1,0,3,0
897,0,0.0,2,1.0,1,0,0,1,0
898,1,137966.24,1,0.0,1,0,0,0,0
899,0,0.0,1,1.0,1,0,0,0,0
900,1,106881.5,2,1.0,1,0,0,2,0
901,0,145536.9,1,1.0,1,0,0,3,0
902,0,118838.75,1,1.0,1,0,0,1,0
903,0,0.0,2,1.0,1,0,0,0,0
904,0,81270.64,1,0.0,1,0,0,3,0
905,1,124496.87,2,1.0,0,1,0,1,0
906,1,123871.58,1,0.0,0,1,0,2,0
907,0,0.0,2,0.0,1,0,0,4,0
908,1,115563.47,1,1.0,0,1,0,2,0
909,0,0.0,2,0.0,1,0,0,0,0
910,0,0.0,2,0.0,1,0,0,2,0
911,0,0.0,2,0.0,1,0,0,0,0
912,1,140094.59,1,0.0,1,0,0,2,0
913,1,92786.96,2,0.0,0,1,0,1,0
914,1,0.0,1,0.0,1,0,0,0,0
915,0,0.0,1,1.0,1,0,0,1,0
916,1,0.0,2,0.0,1,0,0,2,0
917,1,129750.54,2,0.0,0,1,0,3,0
918,0,0.0,2,0.0,1,0,0,4,0
919,1,146408.68,1,1.0,0,0,1,2,0
920,1,0.0,2,0.0,1,0,0,1,0
921,0,0.0,2,1.0,1,0,0,2,0
922,1,74896.92,2,0.0,0,1,0,2,0
923,0,114540.38,2,1.0,1,0,0,2,0
924,0,0.0,2,1.0,1,0,0,2,0
925,0,0.0,2,0.0,0,0,1,4,0
926,0,0.0,2,1.0,1,0,0,2,0
927,0,0.0,2,1.0,1,0,0,2,0
928,0,114756.14,1,0.0,0,0,1,2,0
929,0,0.0,2,0.0,1,0,0,1,0
930,0,0.0,2,1.0,1,0,0,0,0
931,0,0.0,2,0.0,1,0,0,3,0
932,0,151858.98,1,1.0,1,0,0,4,0
933,0,0.0,2,1.0,1,0,0,1,0
934,1,62212.29,1,1.0,0,0,1,4,0
935,0,127738.75,1,1.0,0,0,1,3,0
936,0,0.0,2,1.0,1,0,0,1,0
937,1,0.0,2,1.0,1,0,0,4,0
938,0,152805.05,1,1.0,0,0,1,0,0
939,0,0.0,2,0.0,1,0,0,1,0
940,1,56214.85,1,0.0,1,0,0,3,0
941,0,0.0,2,0.0,1,0,0,0,0
942,1,122034.4,1,0.0,0,1,0,0,0
943,0,0.0,2,0.0,1,0,0,0,0
944,0,0.0,2,1.0,0,0,1,2,0
945,0,0.0,2,1.0,1,0,0,1,0
946,1,139129.44,1,0.0,0,0,1,3,0
947,0,0.0,2,0.0,0,0,1,0,0
948,1,0.0,1,0.0,0,0,1,2,0
949,1,73489.14,2,0.0,0,0,1,1,0
950,1,0.0,2,1.0,0,0,1,0,0
951,0,142645.43,1,0.0,1,0,0,4,0
952,0,0.0,1,0.0,1,0,0,0,0
953,0,0.0,2,0.0,0,0,1,0,0
954,1,86813.81,2,1.0,0,1,0,4,0
955,0,0.0,2,1.0,0,0,1,0,0
956,0,61710.48,1,1.0,0,1,0,0,0
957,1,0.0,2,0.0,1,0,0,1,0
958,1,0.0,2,0.0,1,0,0,1,0
959,0,0.0,2,1.0,1,0,0,3,0
960,1,0.0,2,1.0,1,0,0,1,0
961,0,0.0,2,0.0,1,0,0,0,0
962,0,0.0,2,1.0,1,0,0,0,0
963,1,0.0,2,0.0,0,0,1,3,0
964,0,0.0,2,1.0,1,0,0,1,0
965,1,0.0,2,1.0,1,0,0,1,0
966,1,141604.76,2,1.0,0,1,0,0,0
967,0,0.0,2,1.0,1,0,0,1,0
968,0,120193.42,1,1.0,0,0,1,2,0
969,1,0.0,2,1.0,0,0,1,3,0
970,1,141078.37,1,0.0,1,0,0,0,0
971,0,110132.55,2,1.0,1,0,0,1,0
972,0,132352.69,1,0.0,1,0,0,1,0
973,0,0.0,1,0.0,0,0,1,0,0
974,0,0.0,2,1.0,1,0,0,0,0
975,1,0.0,1,1.0,1,0,0,0,0
976,0,0.0,2,0.0,1,0,0,3,0
977,1,0.0,2,1.0,0,0,1,4,0
978,0,0.0,2,1.0,1,0,0,2,0
979,0,0.0,2,0.0,1,0,0,1,0
980,0,109941.51,2,1.0,0,1,0,0,0
981,1,0.0,2,0.0,1,0,0,1,0
982,0,0.0,2,0.0,0,0,1,3,0
983,1,0.0,2,0.0,1,0,0,0,0
984,0,0.0,2,1.0,1,0,0,2,0
985,0,0.0,1,1.0,0,0,1,3,0
986,1,0.0,1,0.0,1,0,0,0,0
987,0,140950.92,1,0.0,1,0,0,1,0
988,1,0.0,2,0.0,1,0,0,3,0
989,0,141829.67,1,1.0,0,0,1,1,0
990,1,0.0,2,1.0,1,0,0,4,0
991,1,0.0,2,1.0,0,0,1,2,0
992,0,93608.28,1,0.0,0,0,1,2,0
993,1,0.0,2,0.0,0,0,1,0,0
994,1,99774.5,1,0.0,0,1,0,1,0
995,1,123783.91,2,0.0,0,1,0,1,0
996,1,0.0,1,0.0,0,0,1,1,0
997,0,0.0,2,1.0,1,0,0,1,0
998,0,0.0,2,0.0,1,0,0,2,0
999,0,0.0,2,1.0,1,0,0,1,0
1000,0,165358.77,1,0.0,1,0,0,1,0
1001,1,0.0,2,0.0,1,0,0,0,0
1002,0,0.0,1,0.0,1,0,0,1,0
1003,0,0.0,2,1.0,0,0,1,3,0
1004,0,0.0,1,1.0,1,0,0,1,0
1005,1,97464.39,1,1.0,1,0,0,2,0
1006,1,0.0,2,0.0,0,0,1,2,0
1007,0,0.0,2,0.0,1,0,0,1,0
1008,1,178084.84,2,1.0,1,0,0,3,0
1009,0,142663.61,1,0.0,0,0,1,2,0
1010,1,133656.95,1,0.0,1,0,0,3,0
1011,1,0.0,1,1.0,1,0,0,4,0
1012,0,0.0,1,0.0,1,0,0,0,0
1013,1,0.0,2,1.0,1,0,0,1,0
1014,1,132144.35,1,1.0,1,0,0,0,0
1015,1,143571.56,1,0.0,0,0,1,1,0
1016,0,0.0,2,0.0,1,0,0,2,0
1017,0,135337.49,1,0.0,0,1,0,0,0
1018,0,0.0,2,1.0,1,0,0,1,0
1019,0,0.0,2,0.0,1,0,0,3,0
1020,0,0.0,1,1.0,1,0,0,1,0
1021,1,161239.18,2,0.0,0,1,0,1,0
1022,0,0.0,2,0.0,1,0,0,1,0
1023,0,0.0,1,1.0,1,0,0,2,0
1024,0,0.0,2,0.0,1,0,0,1,0
1025,0,90544.0,1,1.0,0,0,1,1,0
1026,0,0.0,2,1.0,1,0,0,2,0
1027,0,0.0,2,1.0,1,0,0,2,0
1028,1,121408.04,2,0.0,0,1,0,2,0
1029,0,110791.97,2,0.0,0,1,0,2,0
1030,1,156811.74,1,1.0,1,0,0,1,0
1031,1,126803.34,2,0.0,0,1,0,0,0
1032,1,57784.22,2,1.0,0,1,0,1,0
1033,0,0.0,2,0.0,1,0,0,0,0
1034,1,138772.15,1,1.0,0,1,0,2,0
1035,0,0.0,2,1.0,1,0,0,1,0
1036,1,0.0,2,1.0,0,0,1,1,0
1037,1,0.0,2,1.0,1,0,0,3,0
1038,0,132759.8,2,1.0,0,1,0,1,0
1039,1,0.0,2,0.0,1,0,0,3,0
1040,1,0.0,2,0.0,1,0,0,0,0
1041,0,83870.43,1,0.0,0,1,0,1,0
1042,1,0.0,2,1.0,0,0,1,4,0
1043,0,0.0,2,1.0,1,0,0,0,0
1044,0,106938.11,2,1.0,0,1,0,4,0
1045,0,0.0,1,0.0,1,0,0,1,0
1046,1,0.0,2,1.0,1,0,0,2,0
1047,0,0.0,2,1.0,1,0,0,1,0
1048,1,81576.75,1,1.0,0,1,0,4,0
1049,1,98362.35,2,0.0,0,1,0,3,0
1050,1,0.0,2,0.0,0,0,1,3,0
1051,0,138782.04,1,0.0,0,1,0,2,0
1052,0,134603.29,1,1.0,1,0,0,3,0
1053,1,0.0,2,0.0,1,0,0,2,0
1054,1,0.0,1,1.0,1,0,0,4,0
1055,0,0.0,2,1.0,0,0,1,0,0
1056,1,0.0,2,0.0,1,0,0,2,0
1057,1,0.0,2,0.0,0,0,1,0,0
1058,1,114940.67,1,1.0,0,1,0,0,0
1059,0,0.0,2,1.0,1,0,0,2,0
1060,0,101487.18,1,1.0,0,0,1,2,0
1061,1,0.0,2,1.0,0,0,1,3,0
1062,1,0.0,2,1.0,0,0,1,1,0
1063,0,130557.24,1,1.0,1,0,0,1,0
1064,0,0.0,2,0.0,1,0,0,3,0
1065,1,130796.33,2,1.0,1,0,0,2,0
1066,0,0.0,2,1.0,0,0,1,1,0
1067,0,127831.07,1,1.0,1,0,0,2,0
1068,1,0.0,2,0.0,1,0,0,3,0
1069,0,0.0,2,1.0,1,0,0,0,0
1070,0,0.0,2,1.0,1,0,0,1,0
1071,0,0.0,2,0.0,0,0,1,2,0
1072,0,163722.47,1,1.0,0,1,0,1,0
1073,0,0.0,2,0.0,1,0,0,2,0
1074,0,53573.18,1,0.0,0,1,0,4,0
1075,1,0.0,2,0.0,0,0,1,4,0
1076,0,106670.2,1,1.0,1,0,0,4,0
1077,1,83415.04,2,1.0,0,0,1,1,0
1078,0,0.0,1,0.0,1,0,0,3,0
1079,0,0.0,2,1.0,0,0,1,1,0
1080,0,98556.14,1,1.0,1,0,0,1,0
1081,0,0.0,2,0.0,1,0,0,1,0
1082,0,123212.08,2,1.0,0,1,0,1,0
1083,0,0.0,2,1.0,1,0,0,2,0
1084,0,129255.2,2,1.0,1,0,0,2,0
1085,1,0.0,2,1.0,1,0,0,1,0
1086,1,99760.76,1,0.0,1,0,0,3,0
1087,0,0.0,2,1.0,1,0,0,1,0
1088,0,0.0,2,1.0,1,0,0,0,0
1089,0,0.0,2,1.0,1,0,0,0,0
1090,0,0.0,2,1.0,1,0,0,1,0
1091,0,0.0,2,0.0,1,0,0,0,0
1092,0,0.0,2,0.0,1,0,0,2,0
1093,1,0.0,2,0.0,1,0,0,1,0
1094,1,0.0,2,1.0,0,0,1,1,0
1095,0,0.0,2,0.0,1,0,0,1,0
1096,1,0.0,2,1.0,1,0,0,0,0
1097,0,0.0,2,0.0,0,0,1,3,0
1098,0,121863.61,1,1.0,1,0,0,1,0
1099,0,0.0,2,1.0,1,0,0,0,0
1100,1,129733.3,1,1.0,0,1,0,0,0
1101,1,133868.21,1,1.0,0,0,1,1,0
1102,0,0.0,2,1.0,1,0,0,1,0
1103,1,130334.35,2,0.0,0,1,0,2,0
1104,1,160982.89,2,1.0,0,1,0,2,0
1105,0,0.0,2,1.0,1,0,0,2,0
1106,0,82729.49,1,0.0,1,0,0,2,0
1107,1,107720.64,1,0.0,0,1,0,2,0
1108,1,0.0,2,0.0,1,0,0,0,0
1109,1,107963.38,1,1.0,0,1,0,3,0
1110,1,113599.74,1,0.0,1,0,0,3,0
1111,0,0.0,1,1.0,0,0,1,4,0
1112,1,179960.4,1,0.0,1,0,0,2,0
1113,1,0.0,1,1.0,0,0,1,2,0
1114,1,0.0,1,0.0,0,0,1,3,0
1115,0,0.0,2,1.0,0,0,1,4,0
1116,0,95961.57,1,1.0,0,1,0,2,0
1117,0,0.0,2,0.0,1,0,0,1,0
1118,0,0.0,2,1.0,1,0,0,1,0
1119,0,0.0,2,1.0,1,0,0,1,0
1120,1,0.0,2,0.0,1,0,0,0,0
1121,1,0.0,1,0.0,0,0,1,4,0
1122,1,143988.0,1,1.0,1,0,0,1,0
1123,0,0.0,2,1.0,1,0,0,0,0
1124,1,0.0,2,0.0,1,0,0,4,0
1125,1,0.0,2,1.0,1,0,0,2,0
1126,0,0.0,2,1.0,1,0,0,1,0
1127,0,0.0,2,1.0,1,0,0,2,0
1128,1,0.0,2,1.0,0,0,1,0,0
1129,1,0.0,2,1.0,0,0,1,3,0
1130,0,0.0,1,1.0,1,0,0,4,0
1131,0,0.0,1,0.0,1,0,0,4,0
1132,0,128718.84,1,1.0,1,0,0,2,0
